timestamp,load
2015-07-01,1765468.5862735999
2015-08-01,1806763.05166261
2015-09-01,1816120.68457875
2015-10-01,1928753.47705327
2015-11-01,1863150.36239861
2015-12-01,1932633.19963582
2016-01-01,1939000.91644449
2016-02-01,1927208.39764946
2016-03-01,2017180.40192438
2016-04-01,1344692.89654907
2016-05-01,1838719.69285001
2016-06-01,1766445.005375
2016-07-01,1800282.90254163
2016-08-01,1851546.95550002
2016-09-01,1806278.16266663
2016-10-01,1890823.57780032
2016-11-01,1839600.82622921
2016-12-01,1934813.69761245
2017-01-01,2060190.44617082
2017-02-01,1912213.1149367
2017-03-01,2085197.64662497
2017-04-01,1856708.82458335
2017-05-01,1876614.67878751
2017-06-01,1787175.2512916499
2017-07-01,1790325.93425001
2017-08-01,1853128.07937085
2017-09-01,1849644.87182502
2017-10-01,1949859.31580077
2017-11-01,1876522.41129168
2017-12-01,1982833.22216521
2018-01-01,2062482.05946877
2018-02-01,1858446.26799999
2018-03-01,2109686.13791668
2018-04-01,1917167.4850830901
2018-05-01,1860184.67508493
2018-06-01,1786194.09158341
2018-07-01,1847824.29587421
2018-08-01,1872876.34804521
2018-09-01,1847419.03829169
2018-10-01,1979549.32250011
2018-11-01,1923142.52908829
2018-12-01,2023557.830164
2019-01-01,2207103.9781676303
2019-02-01,1954680.39995832
2019-03-01,2067705.57121792
2019-04-01,1964998.04304163
2019-05-01,1948199.22629167
2019-06-01,1803028.4296281901
2019-07-01,1843403.40375
2019-08-01,1869409.06687501
2019-09-01,1896017.56916667
2019-10-01,2033023.53149999
2019-11-01,1962944.36870836
2019-12-01,2021930.34929163
2020-01-01,2124778.99235417
2020-02-01,1995103.53441673
2020-03-01,2052501.00308337
2020-04-01,1715262.79858336
2020-05-01,1734616.69329205
2020-06-01,1726718.36729163
2020-07-01,1831081.04679164
2020-08-01,1880764.60504277
2020-09-01,1959717.31162496
2020-10-01,2094188.61904168
2020-11-01,1985650.36885745
2020-12-01,2110324.54459175
2021-01-01,2166846.4366032802
2021-02-01,1970073.54716889
2021-03-01,2238935.19204167
2021-04-01,2036841.01387401
2021-05-01,2056971.85950001
2021-06-01,1974422.53379172
2021-07-01,2017666.31629165
2021-08-01,2086871.30024999
2021-09-01,2103410.57133333
2021-10-01,2076106.52779164
2021-11-01,2108371.93008329
2021-12-01,2172645.16327082
2022-01-01,2227698.81912504
2022-02-01,2065529.65525001
2022-03-01,2302593.92799999
2022-04-01,2076995.45974997
2022-05-01,2060202.37820192
2022-06-01,1954326.7327888
2022-07-01,2044265.1946159
2022-08-01,2062072.28805372
2022-09-01,2016968.05851052
2022-10-01,2128926.76800153
2022-11-01,2049294.03754168
2022-12-01,2124901.18441662
